destination_code,destination_id,destination_name,discharge_port,entry_number,entry_status,excise_duty,export_duty,hscode_code,hscode_description,hscode_id,id,import_declaration_fee,import_duty,import_vat,origin_code,origin_id,origin_name,product_id,product_name,quantity,railway_development_levy,reg_date
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102931911,Settled,0,0,2523.29.00,Portland cement,19,1757,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12000.0,480,09/27/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103085594,Settled,0,0,2523.29.00,Portland cement,19,1758,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/08/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102932255,Settled,0,0,2523.29.00,Portland cement,19,1759,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12000.0,480,09/27/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102932280,Settled,0,0,2523.29.00,Portland cement,19,1760,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,11000.0,480,09/27/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102932247,Settled,0,0,2523.29.00,Portland cement,19,1761,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12000.0,480,09/27/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103085551,Settled,0,0,2523.29.00,Portland cement,19,1762,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,15000.0,480,10/08/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102932212,Settled,0,0,2523.29.00,Portland cement,19,1763,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,10000.0,480,09/27/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891590,Settled,0,0,2523.29.00,Portland cement,19,1764,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,11000.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103067513,Settled,0,0,2523.29.00,Portland cement,19,1765,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102947156,Settled,0,0,2523.29.00,Portland cement,19,1766,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,11000.0,480,09/28/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102947121,Settled,0,0,2523.29.00,Portland cement,19,1767,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,09/28/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102947148,Settled,0,0,2523.29.00,Portland cement,19,1768,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,09/28/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103085560,Settled,0,0,2523.29.00,Portland cement,19,1769,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/08/2021
KE,118,Kenya,MSA,21MBAIM402994701,Pending Removal,0,0,2523.10.00,Cement Clinker,7,1770,839,5991,4793,SA,192,Saudi Arabia,1199,"47,350.00 MT OPC Clinker in Bulk; VO; 1; 1; ",47350000.0,480,10/01/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102932204,Settled,0,0,2523.29.00,Portland cement,19,1771,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12000.0,480,09/27/2021
KE,118,Kenya,MAT,21NBOIM409527542,Settled,0,0,4819.10.00,Cartons,12,1772,839,5991,4793,LK,131,Sri Lanka,1200,N/A; PRINTED EMTPY TEA CARTONS; 10200; 34; 1; ,149.6,480,10/08/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891574,Settled,0,0,2523.29.00,Portland cement,19,1773,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,11000.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102910286,Settled,0,0,2523.29.00,Portland cement,19,1774,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12500.0,480,09/25/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891540,Settled,0,0,2523.29.00,Portland cement,19,1775,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12500.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004251,Settled,0,0,2523.29.00,Portland cement,19,1776,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/01/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103061002,Settled,0,0,2523.29.00,Portland cement,19,1777,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103061037,Settled,0,0,2523.29.00,Portland cement,19,1778,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891606,Settled,0,0,2523.29.00,Portland cement,19,1779,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,11000.0,480,09/23/2021
KE,118,Kenya,MSA,21MBAIM402900245,Pending Removal,0,0,2523.10.00,Cement Clinker,7,1780,839,5991,4793,AE,8,United Arab Emirates,1201,"49,500.00 MT OPC Clinker in Bulk; VO; 1; 1; ",49500000.0,480,09/25/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103061061,Settled,0,0,2523.29.00,Portland cement,19,1781,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004441,Settled,0,0,2523.29.00,Portland cement,19,1782,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,13000.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004433,Settled,0,0,2523.29.00,Portland cement,19,1783,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102931855,Settled,0,0,2523.29.00,Portland cement,19,1784,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,09/27/2021
KE,118,Kenya,DHL,21NBOIMC09380075,Settled,0,0,4819.10.00,Cartons,12,1785,839,5991,4793,AU,15,Australia,1202,NA; BOXES; 40; 0; ,1.0,480,10/05/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103061070,Settled,0,0,2523.29.00,Portland cement,19,1786,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103060985,Settled,0,0,2523.29.00,Portland cement,19,1787,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004334,Settled,0,0,2523.29.00,Portland cement,19,1788,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004294,Settled,0,0,2523.29.00,Portland cement,19,1789,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103061010,Settled,0,0,2523.29.00,Portland cement,19,1790,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103061096,Settled,0,0,2523.29.00,Portland cement,19,1791,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103061045,Settled,0,0,2523.29.00,Portland cement,19,1792,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102918092,Settled,0,0,2523.29.00,Portland cement,19,1793,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,11000.0,480,09/26/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103061029,Settled,0,0,2523.29.00,Portland cement,19,1794,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/07/2021
KE,118,Kenya,MSA,21MBAIM402971026,Settled,0,0,7207.11.00,Billets,8,1795,839,5991,4793,ZA,247,South Africa,1203,PRIME NON ALLOY STEEL BILLETS - 100mm x 100mm x 12.0m; 1; 0; ,1007456.0,480,09/30/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102947130,Settled,0,0,2523.29.00,Portland cement,19,1796,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,11000.0,480,09/29/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102918084,Settled,0,0,2523.29.00,Portland cement,19,1797,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12500.0,480,09/26/2021
KE,118,Kenya,DHL,21NBOIMC09381706,Settled,0,0,4819.10.00,Cartons,12,1798,839,5991,4793,DK,63,Denmark,1204,NA; CARDBOARD BOX; 120; 1; ,1.0,480,10/05/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004342,Settled,0,0,2523.29.00,Portland cement,19,1799,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12000.0,480,10/01/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102947164,Settled,0,0,2523.29.00,Portland cement,19,1800,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,11000.0,480,09/28/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891622,Settled,0,0,2523.29.00,Portland cement,19,1801,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12500.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004243,Settled,0,0,2523.29.00,Portland cement,19,1802,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004286,Settled,0,0,2523.29.00,Portland cement,19,1803,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,11000.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004607,Settled,0,0,2523.29.00,Portland cement,19,1804,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12000.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004484,Settled,0,0,2523.29.00,Portland cement,19,1805,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891523,Settled,0,0,2523.29.00,Portland cement,19,1806,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12500.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103067572,Settled,0,0,2523.29.00,Portland cement,19,1807,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004393,Settled,0,0,2523.29.00,Portland cement,19,1808,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,11000.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103067556,Settled,0,0,2523.29.00,Portland cement,19,1809,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891515,Settled,0,0,2523.29.00,Portland cement,19,1810,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12500.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103076722,Settled,0,0,2523.29.00,Portland cement,19,1811,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103067620,Settled,0,0,2523.29.00,Portland cement,19,1812,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103067530,Settled,0,0,2523.29.00,Portland cement,19,1813,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103076607,Settled,0,0,2523.29.00,Portland cement,19,1814,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103085519,Settled,0,0,2523.29.00,Portland cement,19,1815,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/08/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891507,Settled,0,0,2523.29.00,Portland cement,19,1816,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12000.0,480,09/23/2021
KE,118,Kenya,MSA,21MBAIM402972759,Settled,0,0,7207.11.00,Billets,8,1817,839,5991,4793,ZA,247,South Africa,1205,"PRIME NON ALLOY STEEL BILLETS, GRADE;SAE 1006,SIZE- 130mm x 130mm x 12.0m; 1; 0; ",523289.0,480,09/30/2021
KE,118,Kenya,MSA,21MBAIM402972759,Settled,0,0,7207.11.00,Billets,8,1818,839,5991,4793,ZA,247,South Africa,1206,"PRIME NON ALLOY STEEL BILLETS, GRADE; SAE 1008 SIZE- 130mm x 130mm x 12.0m; 1; 0; ",543360.0,480,09/30/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047859,Settled,0,0,2523.29.00,Portland cement,19,1819,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891558,Settled,0,0,2523.29.00,Portland cement,19,1820,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,11000.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891614,Settled,0,0,2523.29.00,Portland cement,19,1821,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12000.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004350,Settled,0,0,2523.29.00,Portland cement,19,1822,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,10000.0,480,10/02/2021
KE,118,Kenya,DHL,21NBOIMC09124099,Settled,0,0,4819.10.00,Cartons,12,1823,839,5991,4793,GB,80,United Kingdom,1207,NA; BASE A4 VIDEO PACK; 2; 1; ,8.0,480,09/28/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004385,Settled,0,0,2523.29.00,Portland cement,19,1824,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103076567,Settled,0,0,2523.29.00,Portland cement,19,1825,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/07/2021
KE,118,Kenya,CSC,21NBOIM409241060,Settled,0,0,4811.59.90,PE Comet Paper,13,1826,839,5991,4793,CN,44,China,1208,OUTER WRAPPER. PET/PRINTING/PAPER; 1;,337.0,480,10/05/2021
KE,118,Kenya,BSA,21BUSIM400043376,Removed,0,0,7217.20.00,GI wire,18,1827,839,5991,4793,UG,231,Uganda,1141,WIRE; 28000; 1;,28000.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102947311,Settled,0,0,2523.29.00,Portland cement,19,1828,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,09/29/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103076559,Settled,0,0,2523.29.00,Portland cement,19,1829,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103076532,Settled,0,0,2523.29.00,Portland cement,19,1830,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/07/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103076781,Settled,0,0,2523.29.00,Portland cement,19,1831,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/07/2021
KE,118,Kenya,MEX,21MBAIM403052547,Settled,0,0,7207.11.00,Billets,8,1832,839,5991,4793,RU,190,Russian Federation,1209,PRIME STEEL BILLETS SIZE 100.0MM X 100.0MM X 11.81M - 152 BUNDLES; 799968; ,799968.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102918076,Settled,0,0,2523.29.00,Portland cement,19,1833,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,11000.0,480,09/26/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102918240,Settled,0,0,2523.29.00,Portland cement,19,1834,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12500.0,480,09/26/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102918191,Settled,0,0,2523.29.00,Portland cement,19,1835,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,11000.0,480,09/26/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102918207,Settled,0,0,2523.29.00,Portland cement,19,1836,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12000.0,480,09/26/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004417,Settled,0,0,2523.29.00,Portland cement,19,1837,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047784,Settled,0,0,2523.29.00,Portland cement,19,1838,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047776,Settled,0,0,2523.29.00,Portland cement,19,1839,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047741,Settled,0,0,2523.29.00,Portland cement,19,1840,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047717,Settled,0,0,2523.29.00,Portland cement,19,1841,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047816,Settled,0,0,2523.29.00,Portland cement,19,1842,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047725,Settled,0,0,2523.29.00,Portland cement,19,1843,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047832,Settled,0,0,2523.29.00,Portland cement,19,1844,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047840,Settled,0,0,2523.29.00,Portland cement,19,1845,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047792,Settled,0,0,2523.29.00,Portland cement,19,1846,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004575,Settled,0,0,2523.29.00,Portland cement,19,1847,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004326,Settled,0,0,2523.29.00,Portland cement,19,1848,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/02/2021
KE,118,Kenya,KAH,21NBOIMC09414654,Settled,0,0,4819.10.00,Cartons,12,1849,839,5991,4793,IN,105,India,1210,.; EMPTY GIFT BOXES; 1; 1; ,42.0,480,10/06/2021
KE,118,Kenya,TCC,21NBOIMC09092279,Settled,0,0,4819.10.00,Cartons,12,1850,839,5991,4793,ZA,247,South Africa,1211,N; EMPTY PACKING MATERIAL; 1; 1; ,10.0,480,09/27/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004260,Settled,0,0,2523.29.00,Portland cement,19,1851,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,11000.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047824,Settled,0,0,2523.29.00,Portland cement,19,1852,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047750,Settled,0,0,2523.29.00,Portland cement,19,1853,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102891531,Settled,0,0,2523.29.00,Portland cement,19,1854,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12500.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004476,Settled,0,0,2523.29.00,Portland cement,19,1855,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12000.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047768,Settled,0,0,2523.29.00,Portland cement,19,1856,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,11000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047867,Settled,0,0,2523.29.00,Portland cement,19,1857,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12500.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103047808,Settled,0,0,2523.29.00,Portland cement,19,1858,839,5991,4793,KE,118,Kenya,1195,POWERMAX; CEMENT; BG; 20000; ,12000.0,480,10/06/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102882413,Settled,0,0,2523.29.00,Portland cement,19,1859,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,11000.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102882464,Settled,0,0,2523.29.00,Portland cement,19,1860,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12000.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102882480,Settled,0,0,2523.29.00,Portland cement,19,1861,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12500.0,480,09/23/2021
KE,118,Kenya,DHL,21NBOIMC08954633,Settled,0,0,4819.10.00,Cartons,12,1862,839,5991,4793,ZA,247,South Africa,1212,NA; GIFT BOXES; 23; 1; ,4.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102882504,Settled,0,0,2523.29.00,Portland cement,19,1863,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12000.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102882539,Settled,0,0,2523.29.00,Portland cement,19,1864,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,11000.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102882520,Settled,0,0,2523.29.00,Portland cement,19,1865,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,11000.0,480,09/23/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102918116,Settled,0,0,2523.29.00,Portland cement,19,1866,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,9500.0,480,09/26/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102918132,Settled,0,0,2523.29.00,Portland cement,19,1867,839,5991,4793,KE,118,Kenya,1180,POWERMAX; CEMENT; BG; 1600; ,12500.0,480,09/26/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103004540,Settled,0,0,2523.29.00,Portland cement,19,1868,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12000.0,480,10/02/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103012100,Settled,0,0,2523.29.00,Portland cement,19,1869,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,10/03/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX103012118,Settled,0,0,2523.29.00,Portland cement,19,1870,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,11000.0,480,10/03/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102931962,Settled,0,0,2523.29.00,Portland cement,19,1871,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,09/27/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102931970,Settled,0,0,2523.29.00,Portland cement,19,1872,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,09/27/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102931903,Settled,0,0,2523.29.00,Portland cement,19,1873,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,12500.0,480,09/27/2021
TZ,230,"Tanzania, United Republic of",MEX,21MBAEX102931954,Settled,0,0,2523.29.00,Portland cement,19,1874,839,5991,4793,KE,118,Kenya,1194,POWERMAX; CEMENT; BG; 2300; ,11000.0,480,09/27/2021
KE,118,Kenya,BSA,21BUSIM400056369,Removed,0,0,7217.20.00,GI wire,18,1875,839,5991,4793,UG,231,Uganda,1140,GALVANISED WIRE; 28000; 0;,28000.0,480,10/04/2021
